name,time,H2
H_2,1710005687237817528,4.00
H_2,1710005692224054880,1.00
H_2,1710005697284474619,0.00
H_2,1710005702242730088,4.00
H_2,1710005707243322162,5.00
H_2,1710005712234376273,3.00
H_2,1710005717297129650,4.00
H_2,1710005722272596672,2.00
H_2,1710005727278844544,1.00
H_2,1710005732276459237,4.00
H_2,1710005737372339652,3.00
H_2,1710005742291542420,4.00
H_2,1710005747285567874,2.00
H_2,1710005752283572380,1.00
H_2,1710005757357724724,1.00
H_2,1710005762301040693,2.00
H_2,1710005767300113898,0.00
H_2,1710005772296510812,3.00
H_2,1710005777381493276,1.00
H_2,1710005782310630908,1.00
H_2,1710005787326496753,4.00
H_2,1710005792322401679,4.00
H_2,1710005797361094045,4.00
H_2,1710005802340128138,3.00
H_2,1710005807354967403,3.00
H_2,1710005812344423891,3.00
H_2,1710005817384396693,2.00
H_2,1710005822350718248,2.00
H_2,1710005827338187058,4.00
H_2,1710005832344647090,3.00
H_2,1710005837377732689,3.00
H_2,1710005842367170207,4.00
H_2,1710005847358525048,3.00
H_2,1710005852363562949,3.00
H_2,1710005857436990224,5.00
H_2,1710005862377568434,5.00
H_2,1710005867376567770,3.00
H_2,1710005872377846976,1.00
H_2,1710005877460036499,3.00
H_2,1710005882404574467,3.00
H_2,1710005887404720029,1.00
H_2,1710005892430468813,5.00
H_2,1710005897449279217,3.00
H_2,1710005902444199998,1.00
H_2,1710005907445071830,4.00
H_2,1710005912440304233,1.00
H_2,1710005917478117451,1.00
H_2,1710005922441609348,5.00
H_2,1710005927442789681,2.00
H_2,1710005932437923865,2.00
H_2,1710005937495860147,4.00
H_2,1710005942446154751,5.00
H_2,1710005947446922641,3.00
H_2,1710005952445455305,3.00
H_2,1710005957488191432,2.00
H_2,1710005962448559852,0.00
H_2,1710005967463313366,2.00
H_2,1710005972452567514,5.00
H_2,1710005977488554231,2.00
H_2,1710005982466307423,1.00
H_2,1710005987465686656,3.00
H_2,1710005992473644059,5.00
H_2,1710005997519066821,2.00
H_2,1710006002504019815,2.00
H_2,1710006007502696011,4.00
H_2,1710006012500312023,1.00
H_2,1710006017552980834,3.00
H_2,1710006022539966140,1.00
H_2,1710006027545135779,2.00
H_2,1710006032543414886,4.00
H_2,1710006037555651100,2.00
H_2,1710006042533049587,2.00
H_2,1710006047550195299,3.00
H_2,1710006052553142431,4.00
H_2,1710006057548156013,2.00
H_2,1710006062553958534,4.00
H_2,1710006067570819314,3.00
H_2,1710006072554481422,3.00
H_2,1710006077556960304,5.00
H_2,1710006082555002915,4.00
H_2,1710006087556715581,2.00
H_2,1710006092559621538,5.00
H_2,1710006097607121369,1.00
H_2,1710006102594535950,5.00
H_2,1710006107590767182,3.00
H_2,1710006112592150805,3.00
H_2,1710006117620775235,0.00
H_2,1710006122615357190,0.00
H_2,1710006127639673536,3.00
H_2,1710006132621596965,1.00
H_2,1710006137623825338,5.00
H_2,1710006142617379586,2.00
H_2,1710006147623655157,4.00
H_2,1710006152622430140,2.00
H_2,1710006157665153320,3.00
H_2,1710006162616160154,1.00
H_2,1710006167619996143,1.00
H_2,1710006172629454729,2.00
H_2,1710006177610781545,1.00
H_2,1710006182616641362,3.00
H_2,1710006187612195442,3.00
H_2,1710006192612772797,4.00
H_2,1710006197641829753,4.00
H_2,1710006202634980903,5.00
H_2,1710006207638169371,3.00
H_2,1710006212655309053,2.00
H_2,1710006217634074392,4.00
H_2,1710006222638341427,4.00
H_2,1710006227666181151,3.00
H_2,1710006232650581082,4.00
H_2,1710006237673990265,1.00
H_2,1710006242657295007,4.00
H_2,1710006247672726682,5.00
H_2,1710006252663591259,2.00
H_2,1710006257716593084,5.00
H_2,1710006262674136590,5.00
H_2,1710006267691435581,4.00
H_2,1710006272673579748,1.00
H_2,1710006277671358610,0.00
H_2,1710006282688492519,2.00
H_2,1710006287684555776,2.00
H_2,1710006292693870454,1.00
H_2,1710006297690296066,4.00
H_2,1710006302690604798,3.00
H_2,1710006307689179948,1.00
H_2,1710006312709551229,2.00
H_2,1710006317706825458,2.00
H_2,1710006322710991962,0.00
H_2,1710006327709110315,2.00
H_2,1710006332729319746,4.00
H_2,1710006337722542502,5.00
H_2,1710006342722295189,3.00
H_2,1710006347713783586,3.00
H_2,1710006352719587514,1.00
H_2,1710006357713816538,4.00
H_2,1710006362720852087,4.00
H_2,1710006367712692275,1.00
H_2,1710006372722831522,2.00
H_2,1710006377711630063,4.00
H_2,1710006382728580963,1.00
H_2,1710006387728278748,1.00
H_2,1710006392719063078,1.00
H_2,1710006397726291004,1.00
H_2,1710006402727087549,1.00
H_2,1710006407721214432,4.00
H_2,1710006412724427072,2.00
H_2,1710006417728497838,4.00
H_2,1710006422733003450,4.00
H_2,1710006427732665644,2.00
H_2,1710006432741450990,4.00
H_2,1710006437733709987,4.00
H_2,1710006442734054795,3.00
H_2,1710006447732453676,2.00
H_2,1710006452747013028,1.00
H_2,1710006457754852093,2.00
H_2,1710006462768669736,4.00
H_2,1710006467750126811,3.00
H_2,1710006472778384622,3.00
H_2,1710006477752064698,2.00
H_2,1710006482750113239,4.00
H_2,1710006487771459832,0.00
H_2,1710006492771564518,1.00
H_2,1710006497786716086,4.00
H_2,1710006502773361812,1.00
H_2,1710006507806896554,5.00
H_2,1710006512794208013,4.00
H_2,1710006517780881873,4.00
H_2,1710006522803228379,3.00
H_2,1710006527802681785,0.00
H_2,1710006532784819002,1.00
H_2,1710006537812238676,5.00
H_2,1710006542789044873,4.00
H_2,1710006547791318645,1.00
H_2,1710006552792468778,3.00
H_2,1710006557791127619,5.00
H_2,1710006562800010700,4.00
H_2,1710006567790118376,1.00
H_2,1710006572795982617,1.00
H_2,1710006577808162412,3.00
H_2,1710006582814694728,1.00
H_2,1710006587806101888,0.00
H_2,1710006592852327464,3.00
H_2,1710006597824681617,4.00
H_2,1710006602830047591,3.00
H_2,1710006607824255167,2.00
H_2,1710006612828418180,1.00
H_2,1710006617837797063,3.00
H_2,1710006622835873590,1.00
H_2,1710006627839638589,2.00
H_2,1710006632839181729,1.00
H_2,1710006637838231123,0.00
H_2,1710006642838539420,4.00
H_2,1710006647832063626,3.00
H_2,1710006652832271875,2.00
H_2,1710006657855975257,2.00
H_2,1710006662845510419,3.00
H_2,1710006667854946611,0.00
H_2,1710006672850153528,1.00
H_2,1710006677847468357,2.00
H_2,1710006682848086509,3.00
H_2,1710006687859377910,2.00
H_2,1710006692845804966,0.00
H_2,1710006697855410385,1.00
H_2,1710006702855484899,0.00
H_2,1710006707848532927,5.00
H_2,1710006712858922931,1.00
H_2,1710006717862451240,5.00
H_2,1710006722885694642,2.00
H_2,1710006727868089950,1.00
H_2,1710006732880958388,3.00
H_2,1710006737880534110,5.00
H_2,1710006742880516864,3.00
H_2,1710006747885059916,1.00
H_2,1710006752872232718,4.00
H_2,1710006757875129785,3.00
H_2,1710006762889911152,4.00
H_2,1710006767885458334,5.00
H_2,1710006772883799003,0.00
H_2,1710006777899895271,3.00
H_2,1710006782897951501,4.00
H_2,1710006787898042468,3.00
H_2,1710006792888666392,3.00
H_2,1710006797893130367,1.00
H_2,1710006802884985706,3.00
H_2,1710006807886345295,1.00
H_2,1710006812974488242,3.00
H_2,1710006817890499630,1.00
H_2,1710006822893203435,0.00
H_2,1710006827889502811,5.00
H_2,1710006832890809435,4.00
H_2,1710006837894628116,4.00
H_2,1710006842895818790,3.00
H_2,1710006847926547190,0.00
H_2,1710006852894267274,1.00
H_2,1710006857902937386,5.00
H_2,1710006862925282065,4.00
H_2,1710006867913343296,1.00
H_2,1710006872908062112,5.00
H_2,1710006877908033106,0.00
H_2,1710006882924951291,4.00
H_2,1710006887924933384,4.00
H_2,1710006892936908225,0.00
H_2,1710006897932624150,0.00
H_2,1710006902928821239,1.00
H_2,1710006907929466024,4.00
H_2,1710006912938152226,2.00
H_2,1710006917930969397,4.00
H_2,1710006922943781852,2.00
H_2,1710006927980936175,1.00
H_2,1710006932954478163,5.00
H_2,1710006937935660156,2.00
H_2,1710006942931602936,4.00
H_2,1710006947979153582,1.00
H_2,1710006952929371963,3.00
H_2,1710006957934273028,2.00
H_2,1710006962938234416,2.00
H_2,1710006967930955363,2.00
H_2,1710006972952444650,0.00
H_2,1710006977945076116,4.00
H_2,1710006982948312139,0.00
H_2,1710006987955557557,2.00
H_2,1710006992960449131,4.00
H_2,1710006998001293576,3.00
H_2,1710007002952662114,3.00
H_2,1710007007958576882,1.00
H_2,1710007012960037554,5.00
H_2,1710007017960405928,2.00
H_2,1710007022955191460,1.00
H_2,1710007027960404561,2.00
H_2,1710007033005455609,1.00
H_2,1710007037967123547,2.00
H_2,1710007042974363193,1.00
H_2,1710007047976281394,5.00
H_2,1710007052977821137,2.00
H_2,1710007057980433141,0.00
H_2,1710007062978853114,1.00
H_2,1710007067982276727,1.00
H_2,1710007072988608313,3.00
H_2,1710007078001859096,3.00
H_2,1710007083003770339,2.00
H_2,1710007087994948910,1.00
H_2,1710007092993746565,0.00
H_2,1710007098018487355,0.00
H_2,1710007103020576275,3.00
H_2,1710007108017326181,5.00
H_2,1710007113031739167,2.00
H_2,1710007118023062155,2.00
H_2,1710007123047082192,0.00
H_2,1710007128020669218,2.00
H_2,1710007133031006912,4.00
H_2,1710007138038450466,1.00
H_2,1710007143034701440,2.00
H_2,1710007148060528803,0.00
H_2,1710007153062959387,1.00
H_2,1710007158059577198,2.00
H_2,1710007163067167654,3.00
H_2,1710007168071157145,3.00
H_2,1710007173069272818,1.00
H_2,1710007178084700158,3.00
H_2,1710007183092509991,3.00
H_2,1710007188076841473,2.00
H_2,1710007193085850617,4.00
H_2,1710007198084453048,2.00
H_2,1710007203072702046,2.00
H_2,1710007208083342156,1.00
H_2,1710007213094355955,3.00
H_2,1710007218091787951,0.00
H_2,1710007223088191611,2.00
H_2,1710007228136959438,2.00
H_2,1710007233091025405,4.00
H_2,1710007238124823506,2.00
H_2,1710007243112339777,1.00
H_2,1710007248115367769,3.00
H_2,1710007253102531306,4.00
H_2,1710007258112237981,4.00
H_2,1710007263111409439,3.00
H_2,1710007268125430745,3.00
H_2,1710007273114878005,1.00
H_2,1710007278115299195,0.00
H_2,1710007283124213027,4.00
H_2,1710007288111624354,2.00
H_2,1710007293124129948,5.00
H_2,1710007298152323507,4.00
H_2,1710007303128587643,4.00
H_2,1710007308125650546,3.00
H_2,1710007313144127007,1.00
H_2,1710007318151347514,3.00
H_2,1710007323148987580,2.00
H_2,1710007328137138765,3.00
H_2,1710007333157890110,0.00
H_2,1710007338147956281,1.00
H_2,1710007343180884171,4.00
H_2,1710007348171793196,3.00
H_2,1710007353173566038,5.00
H_2,1710007358167273320,0.00
H_2,1710007363181726241,3.00
H_2,1710007368171530511,5.00
H_2,1710007373168486533,2.00
H_2,1710007378167895841,0.00
H_2,1710007383185744236,3.00
H_2,1710007388183517807,2.00
H_2,1710007393180258535,4.00
H_2,1710007398172707582,3.00
H_2,1710007403185010342,3.00
H_2,1710007408187058744,3.00
H_2,1710007413173084899,3.00
H_2,1710007418182370737,4.00
H_2,1710007423181010706,1.00
H_2,1710007428200066571,4.00
H_2,1710007433190285512,2.00
H_2,1710007438182392007,3.00
H_2,1710007443185355695,3.00
H_2,1710007448190638391,1.00
H_2,1710007453258710724,2.00
H_2,1710007458185090246,4.00
H_2,1710007463192356446,4.00
H_2,1710007468189850255,4.00
H_2,1710007473191176552,1.00
H_2,1710007478201764942,1.00
H_2,1710007483193381247,3.00
H_2,1710007488190588100,1.00
H_2,1710007493193330972,0.00
H_2,1710007498200392055,4.00
H_2,1710007503191860563,4.00
H_2,1710007508200237375,3.00
H_2,1710007513211929381,2.00
H_2,1710007518202251650,2.00
H_2,1710007523199620344,3.00
H_2,1710007528213960465,3.00
H_2,1710007533220437136,3.00
H_2,1710007538240192283,5.00
H_2,1710007543213057918,4.00
H_2,1710007548200974364,2.00
H_2,1710007553229995659,0.00
H_2,1710007558211043071,3.00
H_2,1710007563223016580,1.00
H_2,1710007568217484441,4.00
H_2,1710007573235311143,0.00
H_2,1710007578238029841,3.00
H_2,1710007583251227130,4.00
H_2,1710007588269800273,5.00
H_2,1710007593238098756,1.00
H_2,1710007598278668397,4.00
H_2,1710007603250739817,4.00
H_2,1710007608248633399,3.00
H_2,1710007613268471868,5.00
H_2,1710007618262505452,0.00
H_2,1710007623272848637,2.00
H_2,1710007628267137776,3.00
H_2,1710007633275045330,4.00
H_2,1710007638271057879,4.00
H_2,1710007643257509369,1.00
H_2,1710007648261013424,3.00
H_2,1710007653270331400,0.00
H_2,1710007658272738615,5.00
H_2,1710007663288699714,3.00
H_2,1710007668270779708,1.00
H_2,1710007673273500636,5.00
H_2,1710007678278881070,1.00
H_2,1710007683280600726,3.00
H_2,1710007688333082321,1.00
H_2,1710007693276360293,4.00
H_2,1710007698294884622,2.00
H_2,1710007703298379526,2.00
H_2,1710007708291572535,4.00
H_2,1710007713310004319,3.00
H_2,1710007718304671040,3.00
H_2,1710007723282623603,4.00
H_2,1710007728288734770,1.00
H_2,1710007733288705062,3.00
H_2,1710007738293496774,2.00
H_2,1710007743286231545,1.00
H_2,1710007748297071162,1.00
H_2,1710007753295611756,3.00
H_2,1710007758311111941,2.00
H_2,1710007763298301089,2.00
H_2,1710007768318351372,3.00
H_2,1710007773319141046,3.00
H_2,1710007778312594899,4.00
H_2,1710007783312260163,2.00
H_2,1710007788327986271,5.00
H_2,1710007793313367131,4.00
H_2,1710007798318023716,4.00
H_2,1710007803314807606,5.00
H_2,1710007808318155300,3.00
H_2,1710007813313440768,2.00
H_2,1710007818317948517,3.00
H_2,1710007823311652228,4.00
H_2,1710007828317312687,2.00
H_2,1710007833315469718,3.00
H_2,1710007838344593568,4.00
H_2,1710007844073427572,2.00
H_2,1710007849051411032,4.00
H_2,1710007854045864759,3.00
H_2,1710007859052790385,0.00
H_2,1710007864052921850,1.00
H_2,1710007869048676747,4.00
H_2,1710007874052965800,1.00
H_2,1710007879061321788,4.00
H_2,1710007884053972976,4.00
H_2,1710007889052340779,1.00
H_2,1710007894054092239,3.00
H_2,1710007899053175975,1.00
H_2,1710007904064251872,0.00
H_2,1710007909061964832,5.00
H_2,1710007914062483846,1.00
H_2,1710007919064192462,1.00
H_2,1710007924100312411,5.00
H_2,1710007929083648655,3.00
H_2,1710007934084536306,1.00
H_2,1710007939082404461,0.00
H_2,1710007944079440821,5.00
H_2,1710007949084074775,3.00
H_2,1710007954093167587,3.00
H_2,1710007959110125231,0.00
H_2,1710007964156692770,1.00
H_2,1710007969107890743,0.00
H_2,1710007974104721822,5.00
H_2,1710007979101296830,2.00
H_2,1710007984174614134,2.00
H_2,1710007989138666357,4.00
H_2,1710007994146401537,4.00
H_2,1710007999150778941,4.00
H_2,1710008004213568876,4.00
H_2,1710008009188425770,3.00
H_2,1710008014209929100,5.00
H_2,1710008019179953972,0.00
H_2,1710008024190789470,1.00
H_2,1710008029182156062,1.00
H_2,1710008034195101487,5.00
H_2,1710008039188467171,4.00
H_2,1710008044197708119,4.00
H_2,1710008049181135810,2.00
H_2,1710008054236158790,5.00
H_2,1710008059201258992,2.00
H_2,1710008064190094737,3.00
H_2,1710008069188090774,2.00
H_2,1710008074188352600,1.00
H_2,1710008079195295406,3.00
H_2,1710008084206736544,2.00
H_2,1710008089188788970,4.00
H_2,1710008094188520817,4.00
H_2,1710008099187386123,0.00
H_2,1710008104223859725,3.00
H_2,1710008109215796604,4.00
H_2,1710008114202242482,3.00
H_2,1710008119200511555,3.00
H_2,1710008124245699354,2.00
H_2,1710008129224164585,1.00
H_2,1710008134235402455,1.00
H_2,1710008139230337753,4.00
H_2,1710008144239621600,5.00
H_2,1710008149227760604,0.00
H_2,1710008154232969812,4.00
H_2,1710008159230852555,2.00
H_2,1710008164249445644,0.00
H_2,1710008169229476930,0.00
H_2,1710008174241093463,1.00
H_2,1710008179234911179,4.00
H_2,1710008184333389569,3.00
H_2,1710008189240406633,0.00
H_2,1710008194240134576,4.00
H_2,1710008199234395316,4.00
H_2,1710008204270427616,3.00
H_2,1710008209282862684,5.00
H_2,1710008214267635849,3.00
H_2,1710008219262736953,1.00
H_2,1710008224267795738,2.00
H_2,1710008229264733373,5.00
H_2,1710008234314333303,4.00
H_2,1710008239273119819,2.00
H_2,1710008244270470563,3.00
H_2,1710008249264454876,0.00
H_2,1710008254268147339,5.00
H_2,1710008259313951568,3.00
H_2,1710008264301773653,5.00
H_2,1710008269275206538,5.00
H_2,1710008274271986631,1.00
H_2,1710008279285807552,4.00
H_2,1710008284334082353,2.00
H_2,1710008289289730672,1.00
H_2,1710008294289677102,2.00
H_2,1710008299288889223,3.00
H_2,1710008304332444717,4.00
H_2,1710008309354329112,5.00
H_2,1710008314342893499,1.00
H_2,1710008319331087691,1.00
H_2,1710008324342831380,1.00
H_2,1710008329322821408,3.00
H_2,1710008334398628556,4.00
H_2,1710008339332462700,0.00
H_2,1710008344348043813,2.00
H_2,1710008349328794871,1.00
H_2,1710008354342143618,1.00
H_2,1710008359339718013,2.00
H_2,1710008364366009020,4.00
H_2,1710008369344966792,2.00
H_2,1710008374348959473,3.00
H_2,1710008379352006178,1.00
H_2,1710008384378267121,2.00
H_2,1710008389358620864,5.00
H_2,1710008394361766765,3.00
H_2,1710008399355081725,0.00
H_2,1710008404389958401,5.00
H_2,1710008409376807782,2.00
H_2,1710008414366850856,4.00
H_2,1710008419371593724,2.00
H_2,1710008424379337735,2.00
H_2,1710008429374485660,0.00
H_2,1710008434383185570,2.00
H_2,1710008439394185220,2.00
H_2,1710008444395123096,3.00
H_2,1710008449381929058,2.00
H_2,1710008454383805229,1.00
H_2,1710008459388191554,2.00
H_2,1710008464397805784,3.00
H_2,1710008469385896515,1.00
H_2,1710008474389194172,4.00
H_2,1710008479390378981,5.00
H_2,1710008484488872052,5.00
H_2,1710008489415538584,2.00
H_2,1710008494426071400,4.00
H_2,1710008499408827253,3.00
H_2,1710008504423914494,0.00
H_2,1710008509422052956,4.00
H_2,1710008514420649498,4.00
H_2,1710008519424202589,2.00
H_2,1710008524421718577,3.00
H_2,1710008529416364792,4.00
H_2,1710008534422390969,1.00
H_2,1710008539417162875,3.00
H_2,1710008544519984147,0.00
H_2,1710008549472313946,5.00
H_2,1710008554480744569,4.00
H_2,1710008559467903618,4.00
H_2,1710008564506450540,5.00
H_2,1710008569480129813,2.00
H_2,1710008574503073166,2.00
H_2,1710008579473097987,0.00
H_2,1710008584553884664,1.00
H_2,1710008589488618494,3.00
H_2,1710008594486750671,2.00
H_2,1710008599485512070,1.00
H_2,1710008604572097136,5.00
H_2,1710008609492905057,5.00
H_2,1710008614501636905,1.00
H_2,1710008619486856977,0.00
H_2,1710008624543755416,5.00
H_2,1710008629513031866,1.00
H_2,1710008634516790893,2.00
H_2,1710008639513659798,1.00
H_2,1710008644569464567,1.00
H_2,1710008649553201661,1.00
H_2,1710008654582922640,3.00
H_2,1710008659558971546,4.00
H_2,1710008664609718495,3.00
H_2,1710008669560411784,4.00
H_2,1710008674576390185,1.00
H_2,1710008679567015045,4.00
H_2,1710008684595360543,4.00
H_2,1710008689580431217,4.00
H_2,1710008694592421322,5.00
H_2,1710008699594502565,2.00
H_2,1710008704585687398,3.00
H_2,1710008709601103599,1.00
H_2,1710008714589286371,3.00
H_2,1710008719588465510,2.00
H_2,1710008724594889366,5.00
H_2,1710008729607131433,3.00
H_2,1710008734599161293,1.00
H_2,1710008739600156331,2.00
H_2,1710008744596681132,0.00
H_2,1710008749594533223,2.00
H_2,1710008754608789473,2.00
H_2,1710008759602402320,0.00
H_2,1710008764599158388,3.00
H_2,1710008769593485356,5.00
H_2,1710008774604130233,0.00
H_2,1710008779597698828,0.00
H_2,1710008784636613029,4.00
H_2,1710008789606930162,3.00
H_2,1710008794617217766,2.00
H_2,1710008799616776592,5.00
H_2,1710008804658721399,2.00
H_2,1710008809616767389,2.00
H_2,1710008814623599038,1.00
H_2,1710008819629730418,3.00
H_2,1710008824656171451,0.00
H_2,1710008829641189768,2.00
H_2,1710008834633202811,2.00
H_2,1710008839638951923,2.00
H_2,1710008844666621210,1.00
H_2,1710008849652945654,5.00
H_2,1710008854654820022,5.00
H_2,1710008859648552787,5.00
H_2,1710008864745495194,2.00
H_2,1710008869663789266,4.00
H_2,1710008874674411019,3.00
H_2,1710008879669353684,2.00
H_2,1710008884752196114,1.00
H_2,1710008889676120667,2.00
H_2,1710008894677402087,5.00
H_2,1710008899705519304,1.00
H_2,1710008904767247620,0.00
H_2,1710008909690055908,0.00
H_2,1710008914697357351,4.00
H_2,1710008919701028966,2.00
H_2,1710008924736270071,3.00
H_2,1710008929715732532,1.00
H_2,1710008934724228082,4.00
H_2,1710008939713510815,2.00
H_2,1710008944746291456,5.00
H_2,1710008949722020598,4.00
H_2,1710008954720325447,4.00
H_2,1710008959720380049,3.00
H_2,1710008964806432066,1.00
H_2,1710008969748213166,1.00
H_2,1710008974765794356,1.00
H_2,1710008979744118974,5.00
H_2,1710008984760460209,3.00
H_2,1710008989747847094,3.00
H_2,1710008994806816677,2.00
H_2,1710008999752834627,3.00
H_2,1710009004795583405,3.00
H_2,1710009009778978573,1.00
H_2,1710009014789404965,2.00
H_2,1710009019788793906,2.00
H_2,1710009024817719481,4.00
H_2,1710009029789596451,3.00
H_2,1710009034794576925,0.00
H_2,1710009039811685060,1.00
H_2,1710009044835919930,4.00
H_2,1710009049799207666,0.00
H_2,1710009054802161029,4.00
H_2,1710009059801096986,2.00
H_2,1710009064853550779,4.00
H_2,1710009069829247635,4.00
H_2,1710009074848563078,1.00
H_2,1710009079837810132,2.00
H_2,1710009084845903275,2.00
H_2,1710009089836000609,2.00
H_2,1710009094844874033,3.00
H_2,1710009099828210782,0.00
H_2,1710009104891161298,2.00
H_2,1710009109841756115,2.00
H_2,1710009114852615577,3.00
H_2,1710009119852974271,1.00
H_2,1710009124924152583,3.00
H_2,1710009129858171095,4.00
H_2,1710009134883789127,0.00
H_2,1710009139876864986,0.00
H_2,1710009144860646484,1.00
H_2,1710009149859518199,0.00
H_2,1710009154850887217,2.00
H_2,1710009159861555766,2.00
H_2,1710009164889188331,4.00
H_2,1710009169869281265,4.00
H_2,1710009174878737040,2.00
H_2,1710009179939941748,1.00
H_2,1710009184958947700,4.00
H_2,1710009189909646627,1.00
H_2,1710009194914313025,5.00
H_2,1710009199921421758,3.00
H_2,1710009205093763675,1.00
H_2,1710009209985806544,1.00
H_2,1710009215000062131,4.00
H_2,1710009219989763560,0.00
H_2,1710009225131291483,3.00
H_2,1710009230092442308,4.00
H_2,1710009235109539660,4.00
H_2,1710009240065205764,4.00
H_2,1710009245196644911,1.00
H_2,1710009250069455609,4.00
H_2,1710009255079424708,4.00
H_2,1710009260076600668,0.00
H_2,1710009265165981549,2.00
H_2,1710009270085965531,0.00
H_2,1710009275108960345,1.00
H_2,1710009280073701149,5.00
H_2,1710009285115185249,4.00
H_2,1710009290130041925,0.00
H_2,1710009295122294448,4.00
H_2,1710009300104192528,2.00
H_2,1710009305129927479,1.00
H_2,1710009310093165209,3.00
H_2,1710009315121222305,4.00
H_2,1710009320127593896,1.00
H_2,1710009325160955164,1.00
H_2,1710009330116802432,3.00
H_2,1710009335130972834,1.00
H_2,1710009340111642193,3.00
H_2,1710009345162205174,2.00
H_2,1710009350127198609,2.00
H_2,1710009355144992745,1.00
H_2,1710009360117286654,4.00
H_2,1710009365152235611,0.00
H_2,1710009370133469626,0.00
H_2,1710009375141515508,1.00
H_2,1710009380126212198,0.00
H_2,1710009385158861320,3.00
H_2,1710009390133967024,3.00
H_2,1710009395164281756,0.00
H_2,1710009400123438213,2.00
H_2,1710009405168628819,2.00
H_2,1710009410141484281,5.00
H_2,1710009415163008475,3.00
H_2,1710009420136566000,4.00
H_2,1710009425181122454,0.00
H_2,1710009430149076801,5.00
H_2,1710009435166299671,4.00
H_2,1710009440148063546,4.00
H_2,1710009445223195400,3.00
H_2,1710009450167226609,4.00
H_2,1710009455187241107,2.00
H_2,1710009460166130641,0.00
H_2,1710009465220168413,3.00
H_2,1710009470181052622,5.00
H_2,1710009475192183268,3.00
H_2,1710009480171474235,4.00
H_2,1710009485203178821,3.00
H_2,1710009490245019856,4.00
H_2,1710009495218063042,3.00
H_2,1710009500179350921,2.00
H_2,1710009505266408763,2.00
H_2,1710009510196168603,4.00
H_2,1710009515207301506,1.00
H_2,1710009520202302605,3.00
H_2,1710009525284314094,1.00
H_2,1710009530204991243,0.00
H_2,1710009535243115514,0.00
H_2,1710009540218324216,1.00
H_2,1710009545276426496,5.00
H_2,1710009550209345791,3.00
H_2,1710009555216873117,1.00
H_2,1710009560212731596,0.00
H_2,1710009565274831099,0.00
H_2,1710009570240583367,4.00
H_2,1710009575249617509,3.00
H_2,1710009580240640274,1.00
H_2,1710009585337965242,1.00
H_2,1710009590250686007,2.00
H_2,1710009595285556844,3.00
H_2,1710009600254591242,0.00
H_2,1710009605310270039,3.00
H_2,1710009610262105431,3.00
H_2,1710009615277865707,2.00
H_2,1710009620256575918,1.00
H_2,1710009625349117420,1.00
H_2,1710009630312507475,1.00
H_2,1710009635309849901,2.00
H_2,1710009640280595721,3.00
H_2,1710009645312752681,1.00
H_2,1710009650281692576,3.00
H_2,1710009655337926709,1.00
H_2,1710009660315119242,4.00
H_2,1710009665338585881,5.00
H_2,1710009670316822222,5.00
H_2,1710009675334940448,5.00
H_2,1710009680326093322,2.00
H_2,1710009685399114042,4.00
H_2,1710009690333494395,5.00
H_2,1710009695334167124,3.00
H_2,1710009700349182392,5.00
H_2,1710009705446161495,1.00
H_2,1710009710386158782,4.00
H_2,1710009715368406749,4.00
H_2,1710009720341482018,3.00
H_2,1710009725444819250,4.00
H_2,1710009730366146467,4.00
H_2,1710009735387941524,4.00
H_2,1710009740371913609,2.00
H_2,1710009745449136056,0.00
H_2,1710009750387274864,2.00
H_2,1710009755400652685,4.00
H_2,1710009760388221404,5.00
H_2,1710009765445389310,1.00
H_2,1710009770394763793,2.00
H_2,1710009775413820379,5.00
H_2,1710009780400214500,0.00
H_2,1710009785465889964,2.00
H_2,1710009790408079818,3.00
H_2,1710009795431919236,1.00
H_2,1710009800409117121,3.00
H_2,1710009805491362932,3.00
H_2,1710009810416757774,0.00
H_2,1710009815447171532,4.00
H_2,1710009820418346663,4.00
H_2,1710009825448707369,4.00
H_2,1710009830421356370,4.00
H_2,1710009835439725259,5.00
H_2,1710009840426036425,2.00
H_2,1710009845472880503,5.00
H_2,1710009850432031987,2.00
H_2,1710009855452898880,2.00
H_2,1710009860432231258,2.00
H_2,1710009865528211678,2.00
H_2,1710009870447260526,3.00
H_2,1710009875472786980,3.00
H_2,1710009880451450709,3.00
H_2,1710009885573297340,5.00
H_2,1710009890479731537,2.00
H_2,1710009895496572234,1.00
H_2,1710009900481815729,4.00
H_2,1710009905543894167,3.00
H_2,1710009910494280301,1.00
H_2,1710009915572996105,1.00
H_2,1710009920491731067,5.00
H_2,1710009925578693067,2.00
H_2,1710009930499801329,5.00
H_2,1710009935518805089,2.00
H_2,1710009940510330750,1.00
H_2,1710009945576259486,2.00
H_2,1710009950503668824,0.00
H_2,1710009955524459976,1.00
H_2,1710009960507913895,1.00
H_2,1710009965668890183,0.00
H_2,1710009970583123266,2.00
H_2,1710009975579255753,3.00
H_2,1710009980565001232,0.00
H_2,1710009985653163546,3.00
H_2,1710009990650297870,0.00
H_2,1710009995613760471,3.00
H_2,1710010000594100297,5.00
H_2,1710010005646876277,5.00
H_2,1710010010611809465,4.00
H_2,1710010015623087019,2.00
H_2,1710010020620011693,1.00
H_2,1710010025703380964,2.00
H_2,1710010030618454328,1.00
H_2,1710010035645736004,4.00
H_2,1710010040725051246,5.00
H_2,1710010045695970642,2.00
H_2,1710010050629341768,1.00
H_2,1710010055656457623,4.00
