name,time,CH4
CH_4,1710005426737690076,3.00
CH_4,1710005431752455365,3.00
CH_4,1710005436746236537,2.00
CH_4,1710005441746753308,3.00
CH_4,1710005446762511937,1.00
CH_4,1710005451752399880,4.00
CH_4,1710005456776660474,5.00
CH_4,1710005461778231447,5.00
CH_4,1710005466758939969,6.00
CH_4,1710005471749017161,4.00
CH_4,1710005476785478392,2.00
CH_4,1710005481763707352,2.00
CH_4,1710005486762725805,2.00
CH_4,1710005491748714399,0.00
CH_4,1710005496829646932,5.00
CH_4,1710005501769067693,2.00
CH_4,1710005506762008844,5.00
CH_4,1710005511816013792,4.00
CH_4,1710005517156962837,5.00
CH_4,1710005522135632631,4.00
CH_4,1710005527132237413,5.00
CH_4,1710005532138221691,3.00
CH_4,1710005537145026379,1.00
CH_4,1710005542151662050,5.00
CH_4,1710005547158201043,5.00
CH_4,1710005552147844040,1.00
CH_4,1710005557171722937,4.00
CH_4,1710005562149462603,1.00
CH_4,1710005567164234923,1.00
CH_4,1710005572151277835,2.00
CH_4,1710005577211998320,5.00
CH_4,1710005582144248808,2.00
CH_4,1710005587170814187,1.00
CH_4,1710005592178516677,2.00
CH_4,1710005597246409385,2.00
CH_4,1710005602165019183,4.00
CH_4,1710005607174768982,3.00
CH_4,1710005612178388597,1.00
CH_4,1710005617188179599,3.00
CH_4,1710005622223170670,3.00
CH_4,1710005627203449426,1.00
CH_4,1710005632188270401,5.00
CH_4,1710005637234415640,2.00
CH_4,1710005642223377368,3.00
CH_4,1710005647237393375,1.00
CH_4,1710005652219942707,3.00
CH_4,1710005657245015997,3.00
CH_4,1710005662222784380,5.00
CH_4,1710005667226457867,1.00
CH_4,1710005672227992855,2.00
CH_4,1710005677221445560,1.00
CH_4,1710005682220756245,3.00
CH_4,1710005687239208305,5.00
CH_4,1710005692225716072,5.00
CH_4,1710005697287733462,1.00
CH_4,1710005702244566905,5.00
CH_4,1710005707245253094,1.00
CH_4,1710005712237091055,3.00
CH_4,1710005717298272355,0.00
CH_4,1710005722278805141,4.00
CH_4,1710005727279853655,3.00
CH_4,1710005732281555884,5.00
CH_4,1710005737375970992,2.00
CH_4,1710005742294066681,5.00
CH_4,1710005747290362179,1.00
CH_4,1710005752285636174,2.00
CH_4,1710005757359201645,3.00
CH_4,1710005762302769124,5.00
CH_4,1710005767303287792,0.00
CH_4,1710005772297847786,4.00
CH_4,1710005777383629779,3.00
CH_4,1710005782310880907,0.00
CH_4,1710005787328531433,2.00
CH_4,1710005792323432300,6.00
CH_4,1710005797362432738,5.00
CH_4,1710005802342076881,4.00
CH_4,1710005807357148801,5.00
CH_4,1710005812345971229,4.00
CH_4,1710005817385522835,5.00
CH_4,1710005822352823345,1.00
CH_4,1710005827339601584,3.00
CH_4,1710005832345244796,5.00
CH_4,1710005837383506835,1.00
CH_4,1710005842368278171,4.00
CH_4,1710005847360401395,5.00
CH_4,1710005852364067791,4.00
CH_4,1710005857439827558,2.00
CH_4,1710005862378309473,2.00
CH_4,1710005867378231461,2.00
CH_4,1710005872376317606,4.00
CH_4,1710005877460344362,1.00
CH_4,1710005882405421600,5.00
CH_4,1710005887403825293,2.00
CH_4,1710005892429828191,3.00
CH_4,1710005897449989736,2.00
CH_4,1710005902446922645,5.00
CH_4,1710005907446446512,3.00
CH_4,1710005912440888866,4.00
CH_4,1710005917479088073,5.00
CH_4,1710005922442618615,1.00
CH_4,1710005927446096909,5.00
CH_4,1710005932441308436,4.00
CH_4,1710005937502961111,5.00
CH_4,1710005942446705582,3.00
CH_4,1710005947448922270,3.00
CH_4,1710005952447889619,5.00
CH_4,1710005957490858871,3.00
CH_4,1710005962450226721,2.00
CH_4,1710005967463801646,4.00
CH_4,1710005972452981940,2.00
CH_4,1710005977490939170,3.00
CH_4,1710005982468655644,1.00
CH_4,1710005987467997586,3.00
CH_4,1710005992478618468,1.00
CH_4,1710005997519949110,1.00
CH_4,1710006002507326887,1.00
CH_4,1710006007504658088,4.00
CH_4,1710006012502369047,3.00
CH_4,1710006017555241347,3.00
CH_4,1710006022541251032,4.00
CH_4,1710006027546839314,2.00
CH_4,1710006032545278890,4.00
CH_4,1710006037558359580,1.00
CH_4,1710006042534724633,2.00
CH_4,1710006047553964973,6.00
CH_4,1710006052554206437,2.00
CH_4,1710006057549614758,2.00
CH_4,1710006062555317383,2.00
CH_4,1710006067579011890,3.00
CH_4,1710006072556397613,6.00
CH_4,1710006077559107172,0.00
CH_4,1710006082555545570,3.00
CH_4,1710006087558394742,0.00
CH_4,1710006092559993047,1.00
CH_4,1710006097608853343,4.00
CH_4,1710006102595560634,3.00
CH_4,1710006107591410773,2.00
CH_4,1710006112593491842,1.00
CH_4,1710006117621230130,1.00
CH_4,1710006122617264996,1.00
CH_4,1710006127640214472,5.00
CH_4,1710006132622037589,1.00
CH_4,1710006137625723040,0.00
CH_4,1710006142623303837,0.00
CH_4,1710006147625518016,4.00
CH_4,1710006152624567685,3.00
CH_4,1710006157667215553,3.00
CH_4,1710006162618870666,0.00
CH_4,1710006167620413902,5.00
CH_4,1710006172628780200,4.00
CH_4,1710006177611132117,3.00
CH_4,1710006182618416876,5.00
CH_4,1710006187614182779,0.00
CH_4,1710006192614821384,0.00
CH_4,1710006197643666310,3.00
CH_4,1710006202636581574,2.00
CH_4,1710006207638520881,4.00
CH_4,1710006212656416497,0.00
CH_4,1710006217636834071,3.00
CH_4,1710006222639020070,2.00
CH_4,1710006227668389061,1.00
CH_4,1710006232653325187,5.00
CH_4,1710006237677838534,4.00
CH_4,1710006242659154532,3.00
CH_4,1710006247673097149,1.00
CH_4,1710006252665535992,2.00
CH_4,1710006257717990007,4.00
CH_4,1710006262676337103,2.00
CH_4,1710006267694286144,4.00
CH_4,1710006272673942716,3.00
CH_4,1710006277674053393,1.00
CH_4,1710006282690214701,3.00
CH_4,1710006287685830980,0.00
CH_4,1710006292694315088,2.00
CH_4,1710006297693221057,4.00
CH_4,1710006302693818277,4.00
CH_4,1710006307692395406,4.00
CH_4,1710006312712527157,1.00
CH_4,1710006317709555033,0.00
CH_4,1710006322711302586,2.00
CH_4,1710006327710008125,3.00
CH_4,1710006332731002293,1.00
CH_4,1710006337724818223,3.00
CH_4,1710006342723756434,2.00
CH_4,1710006347715671340,0.00
CH_4,1710006352721234436,2.00
CH_4,1710006357716822362,4.00
CH_4,1710006362722517603,4.00
CH_4,1710006367716509346,5.00
CH_4,1710006372725782554,4.00
CH_4,1710006377711943239,3.00
CH_4,1710006382731443089,3.00
CH_4,1710006387730229940,5.00
CH_4,1710006392721034530,4.00
CH_4,1710006397727010533,2.00
CH_4,1710006402728727595,5.00
CH_4,1710006407721521567,4.00
CH_4,1710006412727548728,4.00
CH_4,1710006417729959812,2.00
CH_4,1710006422734543132,5.00
CH_4,1710006427735049803,3.00
CH_4,1710006432752124236,5.00
CH_4,1710006437734385714,4.00
CH_4,1710006442735957862,0.00
CH_4,1710006447732786748,4.00
CH_4,1710006452747903025,2.00
CH_4,1710006457756724118,4.00
CH_4,1710006462770867749,2.00
CH_4,1710006467751852483,1.00
CH_4,1710006472780414927,4.00
CH_4,1710006477753747557,4.00
CH_4,1710006482752557502,1.00
CH_4,1710006487773125972,5.00
CH_4,1710006492774135395,1.00
CH_4,1710006497785404371,2.00
CH_4,1710006502775065504,1.00
CH_4,1710006507808566653,5.00
CH_4,1710006512795964205,2.00
CH_4,1710006517782414628,5.00
CH_4,1710006522804382854,3.00
CH_4,1710006527820053968,4.00
CH_4,1710006532785134730,3.00
CH_4,1710006537815281322,1.00
CH_4,1710006542794109075,5.00
CH_4,1710006547793326191,0.00
CH_4,1710006552794473355,1.00
CH_4,1710006557793121831,4.00
CH_4,1710006562802863347,0.00
CH_4,1710006567788858223,2.00
CH_4,1710006572797236988,3.00
CH_4,1710006577810124437,3.00
CH_4,1710006582816414306,5.00
CH_4,1710006587807686206,5.00
CH_4,1710006592854325843,2.00
CH_4,1710006597825042814,3.00
CH_4,1710006602833663569,1.00
CH_4,1710006607826706877,0.00
CH_4,1710006612830439736,1.00
CH_4,1710006617839834869,1.00
CH_4,1710006622838032593,2.00
CH_4,1710006627845657632,2.00
CH_4,1710006632840191674,5.00
CH_4,1710006637840209606,5.00
CH_4,1710006642839793582,1.00
CH_4,1710006647835465126,4.00
CH_4,1710006652832556614,4.00
CH_4,1710006657858062334,4.00
CH_4,1710006662847954057,2.00
CH_4,1710006667857110458,3.00
CH_4,1710006672851436597,3.00
CH_4,1710006677849009081,2.00
CH_4,1710006682850474054,2.00
CH_4,1710006687860247178,4.00
CH_4,1710006692846433610,3.00
CH_4,1710006697858155376,3.00
CH_4,1710006702857790777,3.00
CH_4,1710006707852798903,0.00
CH_4,1710006712860672769,2.00
CH_4,1710006717863601913,2.00
CH_4,1710006722888228123,2.00
CH_4,1710006727870322338,2.00
CH_4,1710006732882379685,2.00
CH_4,1710006737882145095,4.00
CH_4,1710006742883088210,5.00
CH_4,1710006747886624390,2.00
CH_4,1710006752873349062,3.00
CH_4,1710006757876893051,2.00
CH_4,1710006762892700138,4.00
CH_4,1710006767888619869,5.00
CH_4,1710006772885395708,4.00
CH_4,1710006777904483148,3.00
CH_4,1710006782900485438,5.00
CH_4,1710006787898747879,3.00
CH_4,1710006792890478460,4.00
CH_4,1710006797894255931,5.00
CH_4,1710006802886473194,5.00
CH_4,1710006807887871689,0.00
CH_4,1710006812980510953,1.00
CH_4,1710006817894118039,0.00
CH_4,1710006822894235927,4.00
CH_4,1710006827890354159,3.00
CH_4,1710006832891290004,3.00
CH_4,1710006837895297173,0.00
CH_4,1710006842897162113,1.00
CH_4,1710006847926837969,1.00
CH_4,1710006852896713817,1.00
CH_4,1710006857905099557,5.00
CH_4,1710006862928332979,1.00
CH_4,1710006867913754647,5.00
CH_4,1710006872909594496,5.00
CH_4,1710006877911067614,1.00
CH_4,1710006882925819462,1.00
CH_4,1710006887926568007,2.00
CH_4,1710006892937964988,5.00
CH_4,1710006897933450238,1.00
CH_4,1710006902930384301,2.00
CH_4,1710006907932969904,4.00
CH_4,1710006912940416064,1.00
CH_4,1710006917932367459,4.00
CH_4,1710006922947798020,3.00
CH_4,1710006927984189797,3.00
CH_4,1710006932956149401,2.00
CH_4,1710006937937320457,2.00
CH_4,1710006942933685629,3.00
CH_4,1710006947980607999,1.00
CH_4,1710006952930470965,3.00
CH_4,1710006957935253178,2.00
CH_4,1710006962939333367,5.00
CH_4,1710006967933721073,2.00
CH_4,1710006972954506250,1.00
CH_4,1710006977946364388,4.00
CH_4,1710006982950281449,4.00
CH_4,1710006987957498742,1.00
CH_4,1710006992962512086,1.00
CH_4,1710006998003595331,6.00
CH_4,1710007002954344915,3.00
CH_4,1710007007959882551,3.00
CH_4,1710007012960459843,1.00
CH_4,1710007017961465140,5.00
CH_4,1710007022956660148,1.00
CH_4,1710007027967841959,2.00
CH_4,1710007033007029609,1.00
CH_4,1710007037969742592,3.00
CH_4,1710007042974738138,1.00
CH_4,1710007047976776703,2.00
CH_4,1710007052980312735,2.00
CH_4,1710007057982066463,5.00
CH_4,1710007062981084454,4.00
CH_4,1710007067982600266,5.00
CH_4,1710007072988960342,5.00
CH_4,1710007078004637724,4.00
CH_4,1710007083006227667,5.00
CH_4,1710007087996606191,5.00
CH_4,1710007092995668949,0.00
CH_4,1710007098022534830,0.00
CH_4,1710007103022781626,3.00
CH_4,1710007108018205186,1.00
CH_4,1710007113033462021,1.00
CH_4,1710007118024055951,2.00
CH_4,1710007123050139308,1.00
CH_4,1710007128022266604,2.00
CH_4,1710007133035024856,3.00
CH_4,1710007138039006348,2.00
CH_4,1710007143035223052,1.00
CH_4,1710007148062665925,4.00
CH_4,1710007153065153488,3.00
CH_4,1710007158062229630,2.00
CH_4,1710007163069776909,0.00
CH_4,1710007168072057504,4.00
CH_4,1710007173071803115,0.00
CH_4,1710007178087280090,4.00
CH_4,1710007183094258106,4.00
CH_4,1710007188077976153,3.00
CH_4,1710007193088636486,4.00
CH_4,1710007198085508459,1.00
CH_4,1710007203073298396,0.00
CH_4,1710007208084798397,2.00
CH_4,1710007213093967885,5.00
CH_4,1710007218093442369,2.00
CH_4,1710007223089831602,2.00
CH_4,1710007228138391461,4.00
CH_4,1710007233092541126,5.00
CH_4,1710007238126251988,1.00
CH_4,1710007243114248100,6.00
CH_4,1710007248117781037,1.00
CH_4,1710007253104348275,1.00
CH_4,1710007258113703285,2.00
CH_4,1710007263111395897,1.00
CH_4,1710007268127104954,1.00
CH_4,1710007273115169513,1.00
CH_4,1710007278116753041,5.00
CH_4,1710007283124999012,3.00
CH_4,1710007288113272522,5.00
CH_4,1710007293124549321,2.00
CH_4,1710007298153159544,1.00
CH_4,1710007303129785240,4.00
CH_4,1710007308125964607,1.00
CH_4,1710007313148941303,5.00
CH_4,1710007318153590575,5.00
CH_4,1710007323158399560,0.00
CH_4,1710007328139018755,5.00
CH_4,1710007333159767756,5.00
CH_4,1710007338149430231,4.00
CH_4,1710007343186461380,4.00
CH_4,1710007348173515843,0.00
CH_4,1710007353175401810,2.00
CH_4,1710007358169263153,5.00
CH_4,1710007363182377852,5.00
CH_4,1710007368173073992,3.00
CH_4,1710007373170240117,5.00
CH_4,1710007378169474270,3.00
CH_4,1710007383189544164,1.00
CH_4,1710007388184036867,1.00
CH_4,1710007393182469669,2.00
CH_4,1710007398174356948,5.00
CH_4,1710007403186599136,0.00
CH_4,1710007408189501023,4.00
CH_4,1710007413174633536,4.00
CH_4,1710007418184201561,3.00
CH_4,1710007423183907774,1.00
CH_4,1710007428202228956,5.00
CH_4,1710007433191826807,4.00
CH_4,1710007438183265909,1.00
CH_4,1710007443187081051,4.00
CH_4,1710007448192139894,3.00
CH_4,1710007453260321185,4.00
CH_4,1710007458185673472,5.00
CH_4,1710007463193720345,2.00
CH_4,1710007468190254160,2.00
CH_4,1710007473194342942,5.00
CH_4,1710007478203201706,3.00
CH_4,1710007483193727912,4.00
CH_4,1710007488191599866,5.00
CH_4,1710007493194709090,1.00
CH_4,1710007498200938303,3.00
CH_4,1710007503193449410,1.00
CH_4,1710007508199971491,3.00
CH_4,1710007513207936015,3.00
CH_4,1710007518205396635,4.00
CH_4,1710007523200888307,3.00
CH_4,1710007528216133632,3.00
CH_4,1710007533225003363,1.00
CH_4,1710007538242786541,5.00
CH_4,1710007543213224272,4.00
CH_4,1710007548201314154,4.00
CH_4,1710007553235387300,3.00
CH_4,1710007558211513746,0.00
CH_4,1710007563223524286,3.00
CH_4,1710007568218292770,5.00
CH_4,1710007573240603930,1.00
CH_4,1710007578239689260,1.00
CH_4,1710007583253390505,6.00
CH_4,1710007588272674218,3.00
CH_4,1710007593238500681,2.00
CH_4,1710007598278405429,5.00
CH_4,1710007603252984025,2.00
CH_4,1710007608252598900,4.00
CH_4,1710007613271805081,4.00
CH_4,1710007618264199923,3.00
CH_4,1710007623275290449,6.00
CH_4,1710007628267694075,2.00
CH_4,1710007633281175874,1.00
CH_4,1710007638272486414,5.00
CH_4,1710007643258618739,0.00
CH_4,1710007648263176643,2.00
CH_4,1710007653271747122,4.00
CH_4,1710007658273533559,0.00
CH_4,1710007663289509397,5.00
CH_4,1710007668271348873,4.00
CH_4,1710007673275115681,3.00
CH_4,1710007678281391839,4.00
CH_4,1710007683284125970,1.00
CH_4,1710007688333463204,1.00
CH_4,1710007693276710292,5.00
CH_4,1710007698295195193,1.00
CH_4,1710007703300487328,2.00
CH_4,1710007708291982689,2.00
CH_4,1710007713312823524,2.00
CH_4,1710007718305302495,5.00
CH_4,1710007723284233856,0.00
CH_4,1710007728291273820,4.00
CH_4,1710007733292111974,2.00
CH_4,1710007738295620671,2.00
CH_4,1710007743287977266,3.00
CH_4,1710007748298323188,2.00
CH_4,1710007753294581396,4.00
CH_4,1710007758313453545,2.00
CH_4,1710007763299933322,4.00
CH_4,1710007768318732777,1.00
CH_4,1710007773320856715,0.00
CH_4,1710007778314767129,1.00
CH_4,1710007783313215211,2.00
CH_4,1710007788330146157,2.00
CH_4,1710007793313694317,1.00
CH_4,1710007798319538865,5.00
CH_4,1710007803316195621,2.00
CH_4,1710007808319816543,4.00
CH_4,1710007813314891908,2.00
CH_4,1710007818318234349,1.00
CH_4,1710007823312017175,4.00
CH_4,1710007828318950023,5.00
CH_4,1710007833315796852,4.00
CH_4,1710007838349090891,2.00
CH_4,1710007844074696056,1.00
CH_4,1710007849052284934,1.00
CH_4,1710007854047248919,4.00
CH_4,1710007859055283812,2.00
CH_4,1710007864055571162,5.00
CH_4,1710007869050337521,1.00
CH_4,1710007874053836785,2.00
CH_4,1710007879062102201,5.00
CH_4,1710007884054475369,3.00
CH_4,1710007889053272754,3.00
CH_4,1710007894056391396,5.00
CH_4,1710007899054285346,1.00
CH_4,1710007904066349363,0.00
CH_4,1710007909063933573,5.00
CH_4,1710007914064620399,2.00
CH_4,1710007919066440941,1.00
CH_4,1710007924101067460,3.00
CH_4,1710007929087242129,5.00
CH_4,1710007934086510672,5.00
CH_4,1710007939084487577,3.00
CH_4,1710007944083315804,6.00
CH_4,1710007949085022063,3.00
CH_4,1710007954093936386,4.00
CH_4,1710007959112019390,3.00
CH_4,1710007964158675522,2.00
CH_4,1710007969107628505,2.00
CH_4,1710007974106798897,5.00
CH_4,1710007979104570254,3.00
CH_4,1710007984175398402,5.00
CH_4,1710007989141593532,5.00
CH_4,1710007994147516012,2.00
CH_4,1710007999155985690,1.00
CH_4,1710008004215152879,3.00
CH_4,1710008009192362368,3.00
CH_4,1710008014212884816,4.00
CH_4,1710008019183621039,1.00
CH_4,1710008024191826029,5.00
CH_4,1710008029183521264,3.00
CH_4,1710008034196467106,1.00
CH_4,1710008039191183357,1.00
CH_4,1710008044198549417,4.00
CH_4,1710008049182638356,5.00
CH_4,1710008054238790393,4.00
CH_4,1710008059203439764,2.00
CH_4,1710008064192897485,3.00
CH_4,1710008069189927641,1.00
CH_4,1710008074189794001,1.00
CH_4,1710008079199263983,2.00
CH_4,1710008084209275700,5.00
CH_4,1710008089190927555,0.00
CH_4,1710008094191757783,5.00
CH_4,1710008099189726686,1.00
CH_4,1710008104226721276,2.00
CH_4,1710008109217942377,1.00
CH_4,1710008114203179405,1.00
CH_4,1710008119202863524,2.00
CH_4,1710008124247154609,2.00
CH_4,1710008129228126392,4.00
CH_4,1710008134237031511,3.00
CH_4,1710008139231362697,5.00
CH_4,1710008144241349718,2.00
CH_4,1710008149231450380,4.00
CH_4,1710008154236167038,5.00
CH_4,1710008159232171404,3.00
CH_4,1710008164252307247,1.00
CH_4,1710008169230352030,4.00
CH_4,1710008174244612824,4.00
CH_4,1710008179235697218,2.00
CH_4,1710008184336810023,1.00
CH_4,1710008189242950893,2.00
CH_4,1710008194243409302,5.00
CH_4,1710008199235163490,4.00
CH_4,1710008204271154071,6.00
CH_4,1710008209287932350,3.00
CH_4,1710008214268898760,4.00
CH_4,1710008219263402471,0.00
CH_4,1710008224268688495,0.00
CH_4,1710008229266592740,4.00
CH_4,1710008234316600949,2.00
CH_4,1710008239275459184,5.00
CH_4,1710008244272727950,0.00
CH_4,1710008249265754038,3.00
CH_4,1710008254270680975,4.00
CH_4,1710008259315020627,5.00
CH_4,1710008264305719731,0.00
CH_4,1710008269277614341,4.00
CH_4,1710008274274513704,3.00
CH_4,1710008279286475049,5.00
CH_4,1710008284336224480,1.00
CH_4,1710008289290850407,4.00
CH_4,1710008294290667514,2.00
CH_4,1710008299289822032,2.00
CH_4,1710008304335398194,4.00
CH_4,1710008309356781290,2.00
CH_4,1710008314343960110,4.00
CH_4,1710008319331939614,3.00
CH_4,1710008324343535179,6.00
CH_4,1710008329324816296,3.00
CH_4,1710008334401336722,3.00
CH_4,1710008339333339363,2.00
CH_4,1710008344352405879,1.00
CH_4,1710008349330819029,1.00
CH_4,1710008354345219803,5.00
CH_4,1710008359343220082,5.00
CH_4,1710008364369603589,4.00
CH_4,1710008369347014596,5.00
CH_4,1710008374349822490,1.00
CH_4,1710008379353843618,2.00
CH_4,1710008384380651486,4.00
CH_4,1710008389360672106,5.00
CH_4,1710008394367632470,0.00
CH_4,1710008399360393162,6.00
CH_4,1710008404392335475,5.00
CH_4,1710008409379198085,3.00
CH_4,1710008414370479644,4.00
CH_4,1710008419374338244,2.00
CH_4,1710008424382757304,4.00
CH_4,1710008429375961643,4.00
CH_4,1710008434383753797,6.00
CH_4,1710008439394657666,1.00
CH_4,1710008444399254277,6.00
CH_4,1710008449384966650,5.00
CH_4,1710008454385649076,2.00
CH_4,1710008459389316237,5.00
CH_4,1710008464398351928,6.00
CH_4,1710008469387991506,2.00
CH_4,1710008474391424059,1.00
CH_4,1710008479393822665,5.00
CH_4,1710008484491089023,5.00
CH_4,1710008489418176958,6.00
CH_4,1710008494426918011,1.00
CH_4,1710008499409626520,5.00
CH_4,1710008504426571254,5.00
CH_4,1710008509425034819,2.00
CH_4,1710008514421660327,3.00
CH_4,1710008519427800700,0.00
CH_4,1710008524425350125,6.00
CH_4,1710008529418883115,4.00
CH_4,1710008534425433769,0.00
CH_4,1710008539418281152,5.00
CH_4,1710008544521392683,4.00
CH_4,1710008549474313990,1.00
CH_4,1710008554482268834,5.00
CH_4,1710008559469192675,2.00
CH_4,1710008564508523657,4.00
CH_4,1710008569480880279,2.00
CH_4,1710008574503731861,5.00
CH_4,1710008579473758245,1.00
CH_4,1710008584555137941,0.00
CH_4,1710008589490592340,5.00
CH_4,1710008594488593163,4.00
CH_4,1710008599487275084,4.00
CH_4,1710008604573055413,4.00
CH_4,1710008609492455059,5.00
CH_4,1710008614508413648,4.00
CH_4,1710008619489258061,3.00
CH_4,1710008624545966136,3.00
CH_4,1710008629515573314,1.00
CH_4,1710008634517608703,2.00
CH_4,1710008639514840418,0.00
CH_4,1710008644570580709,2.00
CH_4,1710008649555768317,5.00
CH_4,1710008654586501584,5.00
CH_4,1710008659561361485,2.00
CH_4,1710008664613211762,3.00
CH_4,1710008669562568963,5.00
CH_4,1710008674580037722,3.00
CH_4,1710008679568267071,2.00
CH_4,1710008684596817672,4.00
CH_4,1710008689581776212,1.00
CH_4,1710008694595742975,0.00
CH_4,1710008699596856254,2.00
CH_4,1710008704587412027,5.00
CH_4,1710008709599461730,2.00
CH_4,1710008714590588657,4.00
CH_4,1710008719597185059,1.00
CH_4,1710008724595372750,5.00
CH_4,1710008729612720838,1.00
CH_4,1710008734600528007,1.00
CH_4,1710008739602814967,5.00
CH_4,1710008744597494410,4.00
CH_4,1710008749595944363,1.00
CH_4,1710008754610317957,2.00
CH_4,1710008759606389752,0.00
CH_4,1710008764601152339,3.00
CH_4,1710008769595956648,1.00
CH_4,1710008774605383509,5.00
CH_4,1710008779598851844,5.00
CH_4,1710008784638024117,2.00
CH_4,1710008789609070935,4.00
CH_4,1710008794620270671,1.00
CH_4,1710008799617692216,3.00
CH_4,1710008804659800929,4.00
CH_4,1710008809619214573,4.00
CH_4,1710008814625225286,4.00
CH_4,1710008819631097187,3.00
CH_4,1710008824656867439,2.00
CH_4,1710008829643256120,0.00
CH_4,1710008834634454580,5.00
CH_4,1710008839640017026,4.00
CH_4,1710008844667091105,5.00
CH_4,1710008849655016120,0.00
CH_4,1710008854658264236,2.00
CH_4,1710008859651549553,1.00
CH_4,1710008864747258629,2.00
CH_4,1710008869668096708,5.00
CH_4,1710008874676928984,2.00
CH_4,1710008879671613003,0.00
CH_4,1710008884753958924,5.00
CH_4,1710008889678841705,5.00
CH_4,1710008894678395262,2.00
CH_4,1710008899707329145,1.00
CH_4,1710008904768353296,3.00
CH_4,1710008909692306530,5.00
CH_4,1710008914699083963,3.00
CH_4,1710008919704417502,3.00
CH_4,1710008924736858820,1.00
CH_4,1710008929719464297,4.00
CH_4,1710008934724718134,0.00
CH_4,1710008939715791280,3.00
CH_4,1710008944748986347,1.00
CH_4,1710008949724157365,5.00
CH_4,1710008954722346381,4.00
CH_4,1710008959721819526,6.00
CH_4,1710008964807333158,1.00
CH_4,1710008969748936238,0.00
CH_4,1710008974768532476,1.00
CH_4,1710008979746102199,5.00
CH_4,1710008984761769008,5.00
CH_4,1710008989750679745,5.00
CH_4,1710008994807756624,6.00
CH_4,1710008999754093948,4.00
CH_4,1710009004796944496,5.00
CH_4,1710009009782121327,3.00
CH_4,1710009014791387982,2.00
CH_4,1710009019790105622,1.00
CH_4,1710009024819967706,6.00
CH_4,1710009029793228215,0.00
CH_4,1710009034795495465,2.00
CH_4,1710009039813131255,1.00
CH_4,1710009044838140915,5.00
CH_4,1710009049820717153,2.00
CH_4,1710009054805939042,6.00
CH_4,1710009059803592241,2.00
CH_4,1710009064857227230,1.00
CH_4,1710009069830087112,2.00
CH_4,1710009074852406559,0.00
CH_4,1710009079840034450,1.00
CH_4,1710009084846497492,0.00
CH_4,1710009089837239564,4.00
CH_4,1710009094847371007,5.00
CH_4,1710009099829410102,5.00
CH_4,1710009104892786190,5.00
CH_4,1710009109842741269,2.00
CH_4,1710009114856828016,2.00
CH_4,1710009119855383171,1.00
CH_4,1710009124924843102,1.00
CH_4,1710009129858874218,5.00
CH_4,1710009134886306048,5.00
CH_4,1710009139878230347,3.00
CH_4,1710009144861799502,3.00
CH_4,1710009149860308822,2.00
CH_4,1710009154852620650,5.00
CH_4,1710009159863293210,4.00
CH_4,1710009164889681663,3.00
CH_4,1710009169868387048,4.00
CH_4,1710009174881298752,2.00
CH_4,1710009179944376789,5.00
CH_4,1710009184961745766,0.00
CH_4,1710009189911978809,0.00
CH_4,1710009194917091299,3.00
CH_4,1710009199923522013,1.00
CH_4,1710009205095887628,1.00
CH_4,1710009209986263053,0.00
CH_4,1710009215002587020,5.00
CH_4,1710009219992270585,0.00
CH_4,1710009225132509188,2.00
CH_4,1710009230093033556,4.00
CH_4,1710009235109881221,1.00
CH_4,1710009240066887791,3.00
CH_4,1710009245198116262,1.00
CH_4,1710009250071657270,3.00
CH_4,1710009255081914806,1.00
CH_4,1710009260075712337,4.00
CH_4,1710009265168407481,2.00
CH_4,1710009270087795579,6.00
CH_4,1710009275109398625,2.00
CH_4,1710009280075557551,3.00
CH_4,1710009285116295402,1.00
CH_4,1710009290133119729,2.00
CH_4,1710009295124179131,2.00
CH_4,1710009300108356319,6.00
CH_4,1710009305131239663,5.00
CH_4,1710009310094719215,4.00
CH_4,1710009315120960952,1.00
CH_4,1710009320130334670,3.00
CH_4,1710009325162523701,1.00
CH_4,1710009330118944301,3.00
CH_4,1710009335132369132,1.00
CH_4,1710009340112522398,4.00
CH_4,1710009345164951624,1.00
CH_4,1710009350129570581,1.00
CH_4,1710009355144546808,5.00
CH_4,1710009360118256234,3.00
CH_4,1710009365153185973,4.00
CH_4,1710009370134988528,3.00
CH_4,1710009375143292430,5.00
CH_4,1710009380128023911,1.00
CH_4,1710009385159372308,2.00
CH_4,1710009390135982175,5.00
CH_4,1710009395164761702,2.00
CH_4,1710009400126432944,1.00
CH_4,1710009405169133557,0.00
CH_4,1710009410143110109,3.00
CH_4,1710009415164550762,2.00
CH_4,1710009420139186357,5.00
CH_4,1710009425184787027,2.00
CH_4,1710009430152575385,1.00
CH_4,1710009435170771845,3.00
CH_4,1710009440150593382,0.00
CH_4,1710009445224469042,2.00
CH_4,1710009450170267017,0.00
CH_4,1710009455188782041,5.00
CH_4,1710009460168470009,2.00
CH_4,1710009465221939189,4.00
CH_4,1710009470185067766,2.00
CH_4,1710009475194582948,5.00
CH_4,1710009480173983864,2.00
CH_4,1710009485204751889,5.00
CH_4,1710009490247738286,3.00
CH_4,1710009495220757357,6.00
CH_4,1710009500182257423,3.00
CH_4,1710009505269281879,3.00
CH_4,1710009510198718230,5.00
CH_4,1710009515209311344,3.00
CH_4,1710009520202701979,2.00
CH_4,1710009525285730079,5.00
CH_4,1710009530206702071,0.00
CH_4,1710009535249913514,5.00
CH_4,1710009540219837024,3.00
